|user|ms-1|ms-2|ms-3|ms-4|ms-5|ms-6|ms-7|ms-8|ms-9
1180|(41.517069, -87.55528399999999)|{'distance': 1522.41, 'position': (41.523909999999994, -87.539444)}|{'distance': 498.02, 'position': (41.513307999999995, -87.558532)}||{'distance': 45.81, 'position': (41.517376000000006, -87.554917)}|{'distance': 2750.54, 'position': (41.522548, -87.523067)}|{'distance': 3652.92, 'position': (41.522552, -87.51202300000001)}|{'distance': 7277.92, 'position': (41.522960000000005, -87.468221)}|{'distance': 1880.83, 'position': (41.52186, -87.533618)}|{'distance': 2487.76, 'position': (41.522417, -87.526269)}
1181|(41.517016999999996, -87.555328)|{'distance': 1517.81, 'position': (41.523962000000004, -87.539633)}|{'distance': 508.2, 'position': (41.513179, -87.558642)}||{'distance': 69.94, 'position': (41.517508, -87.55480299999999)}|{'distance': 2740.77, 'position': (41.522543999999996, -87.523246)}|{'distance': 3671.96, 'position': (41.522557, -87.51184800000001)}|{'distance': 7273.23, 'position': (41.522969, -87.468329)}|{'distance': 1902.21, 'position': (41.521835, -87.533405)}|{'distance': 2475.87, 'position': (41.522391999999996, -87.52646899999999)}
1182|(41.516963, -87.555373)|{'distance': 1513.16, 'position': (41.524008, -87.539823)}|{'distance': 517.95, 'position': (41.513051999999995, -87.558752)}||{'distance': 94.3, 'position': (41.517639, -87.554689)}|{'distance': 2731.24, 'position': (41.52254, -87.52342399999999)}|{'distance': 3691.04, 'position': (41.522562, -87.511674)}|{'distance': 7268.56, 'position': (41.522977, -87.468438)}|{'distance': 1924.31, 'position': (41.521821, -87.53318900000001)}|{'distance': 2464.14, 'position': (41.522363999999996, -87.52666800000002)}
1183|(41.516907, -87.555422)|{'distance': 1508.74, 'position': (41.524052000000005, -87.540016)}|{'distance': 527.2, 'position': (41.512927, -87.558863)}||{'distance': 119.09, 'position': (41.51777, -87.554575)}|{'distance': 2722.16, 'position': (41.522535, -87.523601)}|{'distance': 3710.77, 'position': (41.52256500000001, -87.51149600000001)}|{'distance': 7264.26, 'position': (41.522986, -87.468547)}|{'distance': 1946.83, 'position': (41.521808, -87.532973)}|{'distance': 2435.32, 'position': (41.522304999999996, -87.527073)}
1184|(41.516848, -87.555471)|{'distance': 1504.31, 'position': (41.524096, -87.54021399999999)}|{'distance': 536.4, 'position': (41.5128, -87.55897499999999)}||{'distance': 144.43, 'position': (41.517903, -87.55445900000001)}|{'distance': 2713.0, 'position': (41.522529000000006, -87.52378)}|{'distance': 3728.55, 'position': (41.522578, -87.511345)}|{'distance': 7259.84, 'position': (41.522988, -87.46865700000001)}|{'distance': 1969.36, 'position': (41.521795000000004, -87.532758)}|{'distance': 2424.04, 'position': (41.52226399999999, -87.527268)}
1185|(41.51679, -87.55552)|{'distance': 1499.5, 'position': (41.524134000000004, -87.540414)}|{'distance': 545.64, 'position': (41.51267300000001, -87.55908600000001)}||{'distance': 169.61, 'position': (41.518035, -87.554343)}|{'distance': 2703.94, 'position': (41.522524000000004, -87.52395800000001)}|{'distance': 3747.42, 'position': (41.522585, -87.511179)}|{'distance': 7254.9, 'position': (41.522996000000006, -87.468774)}|{'distance': 1991.59, 'position': (41.521786, -87.532548)}|{'distance': 2411.19, 'position': (41.522222, -87.527482)}
1186|(41.516734, -87.55556800000001)|{'distance': 1494.35, 'position': (41.524168, -87.540615)}|{'distance': 555.4, 'position': (41.512545, -87.55920099999999)}||{'distance': 194.79, 'position': (41.518169, -87.554226)}|{'distance': 2694.85, 'position': (41.522519, -87.524135)}|{'distance': 3766.2, 'position': (41.522593, -87.511013)}|{'distance': 7249.61, 'position': (41.523004, -87.468894)}|{'distance': 2015.56, 'position': (41.521794, -87.532321)}|{'distance': 2399.17, 'position': (41.52218, -87.52768400000001)}
1187|(41.516679999999994, -87.555614)|{'distance': 1488.63, 'position': (41.524198999999996, -87.54082)}|{'distance': 565.42, 'position': (41.512421999999994, -87.559326)}||{'distance': 219.75, 'position': (41.518302999999996, -87.554108)}|{'distance': 2685.39, 'position': (41.522513, -87.52431399999999)}|{'distance': 3784.33, 'position': (41.522603, -87.51085300000001)}|{'distance': 7243.5, 'position': (41.523028000000004, -87.469024)}|{'distance': 2038.88, 'position': (41.521800999999996, -87.532099)}|{'distance': 2387.05, 'position': (41.522138999999996, -87.52788500000001)}
1188|(41.516627, -87.55566)|{'distance': 1482.67, 'position': (41.524227, -87.541027)}|{'distance': 574.41, 'position': (41.51231799999999, -87.559465)}||{'distance': 244.71, 'position': (41.518437999999996, -87.55399)}|{'distance': 2676.02, 'position': (41.522507999999995, -87.524492)}|{'distance': 3801.91, 'position': (41.522611, -87.510699)}|{'distance': 7237.16, 'position': (41.523047, -87.469156)}|{'distance': 2062.26, 'position': (41.521811, -87.53187700000001)}|{'distance': 2375.0, 'position': (41.522101, -87.528086)}
1189|(41.516577, -87.555705)|{'distance': 1476.41, 'position': (41.524252, -87.541234)}|{'distance': 583.7, 'position': (41.512209000000006, -87.559593)}||{'distance': 269.31, 'position': (41.518572000000006, -87.553871)}|{'distance': 2666.47, 'position': (41.522504, -87.524671)}|{'distance': 3819.1, 'position': (41.522619000000006, -87.510548)}|{'distance': 7230.72, 'position': (41.523059, -87.46928700000001)}|{'distance': 2085.33, 'position': (41.521818999999994, -87.531656)}|{'distance': 2362.88, 'position': (41.522066, -87.528287)}
1190|(41.516529, -87.555747)|{'distance': 1469.71, 'position': (41.524273, -87.54144099999999)}|{'distance': 593.73, 'position': (41.512096, -87.55972200000001)}||{'distance': 293.76, 'position': (41.518708, -87.553752)}|{'distance': 2656.53, 'position': (41.522498999999996, -87.524851)}|{'distance': 3835.55, 'position': (41.52262399999999, -87.510402)}|{'distance': 7224.02, 'position': (41.523071, -87.469418)}|{'distance': 2108.18, 'position': (41.521827, -87.531434)}|{'distance': 2350.35, 'position': (41.522034999999995, -87.52849099999999)}
1191|(41.516489, -87.55578299999999)|{'distance': 1462.15, 'position': (41.524291000000005, -87.541646)}|{'distance': 604.79, 'position': (41.511983, -87.559851)}||{'distance': 317.25, 'position': (41.518844, -87.553632)}|{'distance': 2645.93, 'position': (41.522495, -87.525031)}|{'distance': 3850.92, 'position': (41.52262399999999, -87.51026)}|{'distance': 7216.72, 'position': (41.523082, -87.469549)}|{'distance': 2130.21, 'position': (41.521835, -87.53121300000001)}|{'distance': 2337.15, 'position': (41.522008, -87.528696)}
1192|(41.51645499999999, -87.555812)|{'distance': 1453.51, 'position': (41.524304, -87.54185100000001)}|{'distance': 615.52, 'position': (41.511895, -87.560003)}||{'distance': 339.9, 'position': (41.51898, -87.553511)}|{'distance': 2634.4, 'position': (41.52248899999999, -87.52521300000001)}|{'distance': 3865.63, 'position': (41.522625, -87.510118)}|{'distance': 7208.83, 'position': (41.52309, -87.469679)}|{'distance': 2151.34, 'position': (41.521843, -87.53099399999999)}|{'distance': 2323.37, 'position': (41.521986, -87.528901)}
1193|(41.516425, -87.55583800000001)|{'distance': 1444.39, 'position': (41.524314999999994, -87.54205599999999)}|{'distance': 624.78, 'position': (41.511813000000004, -87.560124)}||{'distance': 362.0, 'position': (41.519116000000004, -87.55339099999999)}|{'distance': 2622.5, 'position': (41.522482, -87.525395)}|{'distance': 3879.82, 'position': (41.522625, -87.50997799999999)}|{'distance': 7200.6, 'position': (41.52310000000001, -87.46981)}|{'distance': 2171.95, 'position': (41.521851, -87.530777)}|{'distance': 2309.28, 'position': (41.521967999999994, -87.52910700000001)}
1194|(41.516398, -87.55586199999999)|{'distance': 1434.69, 'position': (41.524321, -87.542261)}|{'distance': 635.5, 'position': (41.511727, -87.56026)}||{'distance': 383.91, 'position': (41.519254000000004, -87.55327100000001)}|{'distance': 2610.33, 'position': (41.522474, -87.525577)}|{'distance': 3893.81, 'position': (41.522626, -87.509838)}|{'distance': 7192.42, 'position': (41.523111, -87.469938)}|{'distance': 2191.88, 'position': (41.521858, -87.53056500000001)}|{'distance': 2294.91, 'position': (41.521953999999994, -87.52931500000001)}
1195|(41.516375, -87.555882)|{'distance': 1424.5, 'position': (41.524325, -87.54246499999999)}|{'distance': 646.2, 'position': (41.511645, -87.560391)}||{'distance': 405.18, 'position': (41.519391, -87.553151)}|{'distance': 2597.55, 'position': (41.522462, -87.52575999999999)}|{'distance': 3907.66, 'position': (41.522628000000005, -87.509695)}|{'distance': 7184.1, 'position': (41.52312, -87.470063)}|{'distance': 2210.96, 'position': (41.521865, -87.53035799999999)}|{'distance': 2280.39, 'position': (41.521944000000005, -87.529521)}
1196|(41.516358, -87.55589599999999)|{'distance': 1413.37, 'position': (41.524324, -87.542667)}|{'distance': 657.94, 'position': (41.511562000000005, -87.560524)}||{'distance': 425.43, 'position': (41.519527, -87.553033)}|{'distance': 2584.0, 'position': (41.522448999999995, -87.525944)}|{'distance': 3919.21, 'position': (41.522636000000006, -87.50957399999999)}|{'distance': 7175.3, 'position': (41.523129, -87.47018700000001)}|{'distance': 2229.1, 'position': (41.521873, -87.530155)}|{'distance': 2231.29, 'position': (41.521916000000004, -87.530144)}
1197|(41.516345, -87.555907)|{'distance': 1401.72, 'position': (41.524322000000005, -87.54287000000001)}|{'distance': 670.16, 'position': (41.511479, -87.560656)}||{'distance': 444.84, 'position': (41.51966, -87.55291600000001)}|{'distance': 2569.93, 'position': (41.52243000000001, -87.52612800000001)}|{'distance': 3930.98, 'position': (41.522642, -87.50944600000001)}|{'distance': 7166.05, 'position': (41.523140000000005, -87.470313)}|{'distance': 2246.49, 'position': (41.521879, -87.529956)}|{'distance': 2216.89, 'position': (41.521918, -87.530341)}
1198|(41.516335, -87.55591399999999)|{'distance': 1389.36, 'position': (41.524318, -87.543076)}|{'distance': 683.1, 'position': (41.511395, -87.56079100000001)}||{'distance': 463.52, 'position': (41.519791, -87.552801)}|{'distance': 2555.04, 'position': (41.522405, -87.526315)}|{'distance': 3943.44, 'position': (41.522649, -87.509305)}|{'distance': 7156.54, 'position': (41.523152, -87.470438)}|{'distance': 2263.23, 'position': (41.521885000000005, -87.52976000000001)}|{'distance': 2201.96, 'position': (41.521911, -87.530536)}
1199|(41.516328, -87.55592)|{'distance': 1376.61, 'position': (41.524313, -87.543284)}|{'distance': 696.52, 'position': (41.51131, -87.56092699999999)}||{'distance': 481.74, 'position': (41.519921000000004, -87.552687)}|{'distance': 2540.08, 'position': (41.522377999999996, -87.5265)}|{'distance': 3956.23, 'position': (41.52265500000001, -87.50915800000001)}|{'distance': 7146.82, 'position': (41.523163000000004, -87.470564)}|{'distance': 2295.43, 'position': (41.521896, -87.529371)}|{'distance': 2187.61, 'position': (41.521905, -87.53072200000001)}
1200|(41.516324999999995, -87.555923)|{'distance': 1363.27, 'position': (41.524307, -87.543494)}|{'distance': 710.41, 'position': (41.511225, -87.561062)}||{'distance': 499.26, 'position': (41.520047999999996, -87.552571)}|{'distance': 2524.57, 'position': (41.522349999999996, -87.526687)}|{'distance': 3969.15, 'position': (41.522659000000004, -87.509005)}|{'distance': 7136.89, 'position': (41.523174, -87.47068900000001)}|{'distance': 2311.35, 'position': (41.521899999999995, -87.52917799999999)}|{'distance': 2171.84, 'position': (41.521898, -87.53092099999999)}
1201|(41.516324999999995, -87.555923)|{'distance': 1349.4, 'position': (41.524299, -87.543705)}|{'distance': 724.46, 'position': (41.511142, -87.56119500000001)}||{'distance': 516.46, 'position': (41.520174, -87.552451)}|{'distance': 2508.81, 'position': (41.522322, -87.526873)}|{'distance': 3981.95, 'position': (41.522664000000006, -87.50885)}|{'distance': 7125.64, 'position': (41.523182, -87.470826)}|{'distance': 2321.02, 'position': (41.521912, -87.529062)}|{'distance': 2155.63, 'position': (41.521890000000006, -87.531121)}
1202|(41.516324000000004, -87.555922)|{'distance': 1335.3, 'position': (41.52429, -87.54392)}|{'distance': 738.01, 'position': (41.511062, -87.561324)}||{'distance': 533.62, 'position': (41.520297, -87.552327)}|{'distance': 2492.58, 'position': (41.522293, -87.527064)}|{'distance': 3994.59, 'position': (41.522668, -87.508696)}|{'distance': 7113.81, 'position': (41.523194999999994, -87.47097)}|{'distance': 2333.62, 'position': (41.521941, -87.528915)}|{'distance': 2140.52, 'position': (41.521885000000005, -87.53130800000001)}
1203|(41.516324000000004, -87.555922)|{'distance': 1321.08, 'position': (41.524279, -87.544136)}|{'distance': 751.27, 'position': (41.510982999999996, -87.561448)}||{'distance': 550.74, 'position': (41.520416, -87.552195)}|{'distance': 2477.15, 'position': (41.522256999999996, -87.527243)}|{'distance': 4007.18, 'position': (41.522671, -87.508543)}|{'distance': 7102.51, 'position': (41.523206, -87.471108)}|{'distance': 2345.02, 'position': (41.521952, -87.52877699999999)}|{'distance': 2125.5, 'position': (41.521879, -87.53149400000001)}
1204|(41.516324000000004, -87.555922)|{'distance': 1306.61, 'position': (41.52426499999999, -87.544354)}|{'distance': 764.18, 'position': (41.510906999999996, -87.56156999999999)}||{'distance': 568.01, 'position': (41.520534, -87.552058)}|{'distance': 2460.2, 'position': (41.522213, -87.527438)}|{'distance': 4019.8, 'position': (41.522671, -87.50838900000001)}|{'distance': 7091.22, 'position': (41.523217, -87.471246)}|{'distance': 2356.54, 'position': (41.521967000000004, -87.528639)}|{'distance': 2110.29, 'position': (41.521874, -87.53168299999999)}
1205|(41.516324000000004, -87.555922)|{'distance': 1291.94, 'position': (41.524248, -87.544573)}|{'distance': 776.91, 'position': (41.510832, -87.56169)}||{'distance': 585.12, 'position': (41.520647, -87.55191500000001)}|{'distance': 2443.9, 'position': (41.522175, -87.527627)}|{'distance': 4031.81, 'position': (41.522673000000005, -87.50824300000001)}|{'distance': 7079.63, 'position': (41.523230000000005, -87.471388)}|{'distance': 2367.51, 'position': (41.521980000000006, -87.528507)}|{'distance': 2093.93, 'position': (41.521868000000005, -87.531886)}
1206|(41.516324000000004, -87.555922)|{'distance': 1276.62, 'position': (41.524097000000005, -87.54463700000001)}|{'distance': 789.31, 'position': (41.510759, -87.561807)}||{'distance': 602.38, 'position': (41.520759, -87.551767)}|{'distance': 2427.51, 'position': (41.522138999999996, -87.52781800000001)}|{'distance': 4043.14, 'position': (41.522678, -87.50810600000001)}|{'distance': 7068.03, 'position': (41.523243, -87.47153)}|{'distance': 2378.25, 'position': (41.521993, -87.52837799999999)}|{'distance': 2078.61, 'position': (41.521863999999994, -87.53207700000002)}
1207|(41.516324000000004, -87.555922)|{'distance': 1261.37, 'position': (41.524048, -87.544826)}|{'distance': 801.78, 'position': (41.51068599999999, -87.56192499999999)}||{'distance': 619.45, 'position': (41.520866, -87.55161400000001)}|{'distance': 2411.26, 'position': (41.522105, -87.52800800000001)}|{'distance': 4054.69, 'position': (41.522682, -87.507966)}|{'distance': 7056.44, 'position': (41.523256, -87.471672)}|{'distance': 2388.38, 'position': (41.522007, -87.528257)}|{'distance': 2063.77, 'position': (41.52186, -87.53226199999999)}
1208|(41.516324000000004, -87.555922)|{'distance': 1246.0, 'position': (41.524001, -87.54502000000001)}|{'distance': 814.07, 'position': (41.510614, -87.56204100000001)}||{'distance': 636.33, 'position': (41.520968, -87.551456)}|{'distance': 2394.98, 'position': (41.522073, -87.528199)}|{'distance': 4065.98, 'position': (41.522685, -87.507829)}|{'distance': 7044.82, 'position': (41.523267, -87.471814)}|{'distance': 2398.1, 'position': (41.522021, -87.52814099999999)}|{'distance': 2048.88, 'position': (41.521859000000006, -87.532449)}
1209|(41.516324000000004, -87.555922)|{'distance': 1230.65, 'position': (41.523956, -87.545217)}|{'distance': 826.58, 'position': (41.51054, -87.562158)}||{'distance': 652.73, 'position': (41.521065, -87.551299)}|{'distance': 2378.4, 'position': (41.522036, -87.528392)}|{'distance': 4077.29, 'position': (41.522689, -87.507692)}|{'distance': 7033.28, 'position': (41.523278, -87.471955)}|{'distance': 2407.48, 'position': (41.522034000000005, -87.528029)}|{'distance': 2034.58, 'position': (41.521861, -87.53263000000001)}
1210|(41.516324000000004, -87.555922)|{'distance': 1200.15, 'position': (41.523866, -87.54561)}|{'distance': 839.3, 'position': (41.510465, -87.562277)}||{'distance': 668.68, 'position': (41.521156, -87.551141)}|{'distance': 2362.19, 'position': (41.522006000000005, -87.528583)}|{'distance': 4088.6, 'position': (41.522693, -87.507555)}|{'distance': 7021.67, 'position': (41.523289000000005, -87.47209699999999)}|{'distance': 2416.08, 'position': (41.522048000000005, -87.527927)}|{'distance': 2020.49, 'position': (41.521863999999994, -87.532809)}
